Feature,Low_Mean,Low_SD,Mod_Mean,Mod_SD,High_Mean,High_SD,p_L_vs_M,p_L_vs_H,p_M_vs_H
HRV_MFDFA_alpha1_Max,-0.2927093860965626,0.9040422429523062,-0.32437941657493163,0.8822740326114971,-0.38193518870550597,0.8169273735180259,0.746576345910367,0.09990049797844436,0.381387483639391
HRV_MFDFA_alpha1_Delta,-0.8566987709190497,0.971332757924722,-0.8855961342351562,0.9559835350733861,-0.9502182758000941,0.8649665972909858,0.8335774133542642,0.14995193719747912,0.4026038020864289
HRV_MFDFA_alpha1_Asymmetry,-0.3451244865470932,0.24696663700908672,-0.3275588567739342,0.2356650604654338,-0.3074355655646698,0.20973359388013404,0.395139645436586,0.01431912085586251,0.29365846117934513
HRV_MFDFA_alpha1_Fluctuation,0.002067379445326261,0.008051594575365653,0.003206100395042192,0.011207338838406055,0.00261328598446972,0.008166019649888511,0.056178592169732644,0.5119506412078342,0.4542440638991636
HRV_MFDFA_alpha1_Increment,0.18100616208151174,0.4412978692409061,0.2419945094368442,0.5666714688635373,0.2138076844558891,0.43722170787021786,0.03405346076349258,0.3719657956006026,0.4813890085409077
HRV_ApEn,0.5749888862459104,0.16450325447283734,0.5743605163852002,0.16448552954490178,0.583390857853581,0.163496708650321,0.996434494433726,0.5285714659740078,0.4789331973352501
HRV_SampEn,1.686760331912228,0.5132974377967459,1.6304806997578916,0.5659500654033334,1.653752117723944,0.5250680492762748,0.1464884767253497,0.5133259136928201,0.7175287462853663
HRV_ShanEn,4.708856694478085,0.6701254087462409,4.792578910546934,0.6553843625064978,4.781539299262824,0.6270802787714042,3.914476143229706e-08,2.3131333792836273e-06,0.7315277987497171
HRV_FuzzyEn,1.2347101859036629,0.22165247234107274,1.2370047561738444,0.24038112534073294,1.2399926587329706,0.2243495663054766,0.9659021883509248,0.8320528988590667,0.9428433426579035
HRV_MSEn,1.0425733451683912,0.3389109803627324,1.0236606267267478,0.33635111282288516,1.0051540965849355,0.3566342492702797,0.5840449245249109,0.12270665569420591,0.5965265133914393
